Asset Name,Lat,Long,Business Category,Risk Factors,Year,Risk Rating
"Roberts, Burke and Williams",50.30565,-118.77048,Retail,"{""Extreme heat"": 0.1, ""Flooding"": 0.14, ""Tornado"": 0.15, ""Volcano"": 0.09, ""Wildfire"": 0.0, ""Sea level rise"": 0.09, ""Earthquake"": 0.04, ""Hurricane"": 0.09, ""Drought"": 0.08, ""Extreme cold"": 0.12}","2,030",0.90
"Landry, Molina and Green",50.14572,-118.59218,Manufacturing,"{""Earthquake"": 0.04, ""Wildfire"": 0.01, ""Flooding"": 0.05, ""Hurricane"": 0.02, ""Extreme cold"": 0.02, ""Drought"": 0.01, ""Sea level rise"": 0.13, ""Tornado"": 0.12, ""Volcano"": 0.1}","2,040",0.50
"Taylor, Mitchell and Ward",50.36857,-118.11258,Technology,"{""Wildfire"": 0.01, ""Tornado"": 0.01, ""Extreme cold"": 0.01, ""Sea level rise"": 0.02, ""Flooding"": 0.01, ""Drought"": 0.01, ""Earthquake"": 0.02, ""Volcano"": 0.02, ""Hurricane"": 0.02}","2,030",0.13
Vega-Huffman,53.87504,-112.34772,Finance,"{""Drought"": 0.0, ""Hurricane"": 0.01, ""Flooding"": 0.0, ""Extreme cold"": 0.0, ""Earthquake"": 0.01}","2,070",0.02
"Clarke, Lutz and Farrell",45.48906,-72.14737,Energy,"{""Volcano"": 0.08, ""Tornado"": 0.02, ""Earthquake"": 0.06, ""Flooding"": 0.03, ""Extreme cold"": 0.08, ""Drought"": 0.07, ""Sea level rise"": 0.11, ""Hurricane"": 0.03, ""Wildfire"": 0.05, ""Extreme heat"": 0.11}","2,050",0.64
Torres-Sanchez,46.04705,-73.01412,Manufacturing,"{""Earthquake"": 0.03, ""Wildfire"": 0.07, ""Flooding"": 0.04, ""Sea level rise"": 0.07, ""Volcano"": 0.05, ""Tornado"": 0.02}","2,030",0.28
Duke Ltd,47.26601,-62.64117,Manufacturing,"{""Wildfire"": 0.01, ""Extreme heat"": 0.37, ""Flooding"": 0.29}","2,030",0.67
Grant-Coffey,54.35558,-113.24412,Technology,"{""Hurricane"": 0.01, ""Flooding"": 0.05, ""Volcano"": 0.08, ""Extreme heat"": 0.11, ""Sea level rise"": 0.07, ""Tornado"": 0.01, ""Earthquake"": 0.05, ""Wildfire"": 0.09, ""Drought"": 0.0}","2,060",0.47
"Roberts, Burke and Williams",42.84260,-80.28458,Finance,"{""Sea level rise"": 0.17, ""Extreme heat"": 0.15, ""Wildfire"": 0.18}","2,070",0.50
Thomas-Chavez,46.15275,-73.08440,Energy,"{""Wildfire"": 0.08, ""Extreme heat"": 0.01, ""Flooding"": 0.11, ""Volcano"": 0.04, ""Extreme cold"": 0.13, ""Drought"": 0.12, ""Sea level rise"": 0.1, ""Hurricane"": 0.15}","2,050",0.74
Robertson-Petersen,44.46817,-78.30534,Healthcare,"{""Drought"": 0.61}","2,030",0.61
Zuniga Inc,43.99246,-79.18094,Retail,"{""Sea level rise"": 0.61, ""Extreme heat"": 0.25, ""Tornado"": 0.03}","2,060",0.89
Stanton-Joyce,43.22009,-79.55686,Energy,"{""Extreme heat"": 0.24, ""Flooding"": 0.26, ""Volcano"": 0.04, ""Earthquake"": 0.28}","2,030",0.82
"Harrison, Meza and Rios",51.70823,-117.80569,Energy,"{""Drought"": 0.35}","2,040",0.35
"Watson, Evans and Smith",45.65302,-73.53427,Technology,"{""Flooding"": 0.11, ""Tornado"": 0.07, ""Volcano"": 0.24, ""Wildfire"": 0.11, ""Sea level rise"": 0.04, ""Earthquake"": 0.13, ""Extreme heat"": 0.07}","2,030",0.77
"Roberts, Burke and Williams",46.04025,-72.41824,Finance,"{""Hurricane"": 0.01, ""Earthquake"": 0.01, ""Volcano"": 0.21, ""Wildfire"": 0.08, ""Drought"": 0.11}","2,060",0.42
"Taylor, Mitchell and Ward",47.57256,-62.89674,Retail,"{""Flooding"": 0.03, ""Wildfire"": 0.01, ""Tornado"": 0.01, ""Extreme cold"": 0.01, ""Extreme heat"": 0.01, ""Hurricane"": 0.02}","2,040",0.09
"Mcknight, Beasley and Stewart",44.84731,-78.45133,Energy,"{""Flooding"": 0.24, ""Wildfire"": 0.25, ""Earthquake"": 0.26, ""Volcano"": 0.23}","2,060",0.98
Jimenez-Gallegos,46.57691,-62.22083,Retail,"{""Tornado"": 0.04}","2,050",0.04
Good-Lewis,50.22202,-118.44647,Finance,"{""Extreme cold"": 0.08, ""Wildfire"": 0.03, ""Hurricane"": 0.02, ""Flooding"": 0.1, ""Extreme heat"": 0.02, ""Earthquake"": 0.06, ""Volcano"": 0.06, ""Drought"": 0.02, ""Sea level rise"": 0.06, ""Tornado"": 0.09}","2,070",0.54
Perez-Robertson,50.63631,-118.29361,Energy,"{""Sea level rise"": 0.09, ""Wildfire"": 0.08, ""Extreme heat"": 0.09, ""Extreme cold"": 0.07}","2,040",0.33
Jones Ltd,45.78388,-73.27344,Technology,"{""Flooding"": 0.03, ""Drought"": 0.07, ""Sea level rise"": 0.17, ""Earthquake"": 0.08, ""Hurricane"": 0.04, ""Wildfire"": 0.05, ""Extreme heat"": 0.03, ""Volcano"": 0.17, ""Extreme cold"": 0.22, ""Tornado"": 0.1}","2,040",0.96
"Rodriguez, Roberts and Fuller",46.56604,-73.06874,Manufacturing,"{""Extreme heat"": 0.01, ""Drought"": 0.0, ""Hurricane"": 0.0, ""Extreme cold"": 0.0, ""Volcano"": 0.0}","2,070",0.01
Park and Sons,45.62714,-73.51470,Technology,"{""Drought"": 0.07, ""Volcano"": 0.05, ""Earthquake"": 0.07, ""Tornado"": 0.08, ""Flooding"": 0.09, ""Wildfire"": 0.02, ""Sea level rise"": 0.07, ""Hurricane"": 0.03, ""Extreme cold"": 0.09}","2,030",0.57
"Thompson, Davis and Brown",46.70075,-73.79527,Finance,"{""Extreme cold"": 0.02, ""Extreme heat"": 0.0, ""Flooding"": 0.0, ""Tornado"": 0.0, ""Earthquake"": 0.0, ""Drought"": 0.0, ""Sea level rise"": 0.0, ""Hurricane"": 0.0, ""Wildfire"": 0.0, ""Volcano"": 0.0}","2,050",0.02
Waller Ltd,53.98211,-113.30294,Energy,"{""Flooding"": 0.19, ""Drought"": 0.07, ""Hurricane"": 0.34, ""Extreme heat"": 0.17}","2,050",0.77
"Patel, Norris and Jackson",50.94022,-118.12736,Finance,"{""Flooding"": 0.03, ""Volcano"": 0.03, ""Hurricane"": 0.07, ""Sea level rise"": 0.02, ""Extreme cold"": 0.08, ""Extreme heat"": 0.07, ""Wildfire"": 0.02, ""Drought"": 0.01, ""Earthquake"": 0.06, ""Tornado"": 0.05}","2,040",0.44
Willis-Newman,54.73904,-112.26870,Energy,"{""Hurricane"": 0.15, ""Sea level rise"": 0.1, ""Volcano"": 0.03}","2,050",0.28
Wiley Ltd,43.06474,-79.26129,Healthcare,"{""Extreme cold"": 0.0, ""Extreme heat"": 0.0, ""Flooding"": 0.0}","2,050",0.00
Wiley Ltd,50.53418,-118.60019,Finance,"{""Wildfire"": 0.07, ""Sea level rise"": 0.09, ""Earthquake"": 0.24}","2,030",0.40
"Davis, Allen and Rivera",46.71678,-72.33120,Retail,"{""Tornado"": 0.12, ""Volcano"": 0.12, ""Hurricane"": 0.02, ""Extreme cold"": 0.1, ""Flooding"": 0.01, ""Sea level rise"": 0.11}","2,040",0.48
Smith-Woods,43.26541,-78.91902,Energy,"{""Extreme heat"": 0.35, ""Earthquake"": 0.24}","2,050",0.59
"Washington, Rogers and Morrison",47.32664,-61.72179,Manufacturing,"{""Hurricane"": 0.41, ""Tornado"": 0.21}","2,070",0.62
Skinner-Rojas,45.61561,-73.70774,Technology,"{""Sea level rise"": 0.19999999999999998, ""Volcano"": 0.27, ""Flooding"": 0.11, ""Extreme cold"": 0.3, ""Drought"": 0.08}","2,050",0.96
Willis-Newman,44.03161,-80.27621,Retail,"{""Sea level rise"": 0.23}","2,030",0.23
Strickland-Daniels,46.04673,-72.61813,Manufacturing,"{""Tornado"": 0.09, ""Hurricane"": 0.01, ""Sea level rise"": 0.31, ""Volcano"": 0.17}","2,030",0.58
"Mcpherson, Simmons and Simpson",53.97727,-112.93903,Technology,"{""Tornado"": 0.06}","2,030",0.06
Cook-Burns,51.37856,-119.10424,Retail,"{""Volcano"": 0.37, ""Flooding"": 0.41}","2,070",0.78
Stewart PLC,46.89578,-72.83097,Manufacturing,"{""Drought"": 0.01, ""Extreme cold"": 0.05, ""Wildfire"": 0.09, ""Hurricane"": 0.05, ""Sea level rise"": 0.09, ""Flooding"": 0.08, ""Volcano"": 0.09, ""Earthquake"": 0.09, ""Tornado"": 0.13}","2,030",0.68
Ware PLC,46.39001,-62.95857,Finance,"{""Drought"": 0.04, ""Volcano"": 0.04, ""Sea level rise"": 0.0, ""Hurricane"": 0.01, ""Extreme heat"": 0.06, ""Earthquake"": 0.11, ""Tornado"": 0.05, ""Flooding"": 0.02, ""Extreme cold"": 0.09, ""Wildfire"": 0.06}","2,070",0.48
Norton-Spencer,45.49413,-72.74658,Retail,"{""Volcano"": 0.16, ""Extreme cold"": 0.11, ""Flooding"": 0.05, ""Wildfire"": 0.11, ""Earthquake"": 0.16, ""Drought"": 0.1, ""Extreme heat"": 0.1}","2,030",0.79
"Rodriguez, Roberts and Fuller",47.12712,-62.60150,Retail,"{""Sea level rise"": 0.03, ""Volcano"": 0.09, ""Tornado"": 0.1, ""Hurricane"": 0.06}","2,060",0.28
Martin-Jenkins,45.34353,-78.65914,Retail,"{""Earthquake"": 0.22, ""Tornado"": 0.33}","2,030",0.55
Gray-Evans,46.05673,-72.95654,Finance,"{""Wildfire"": 0.06}","2,040",0.06
Gray-Evans,46.26526,-72.92898,Healthcare,"{""Extreme cold"": 0.02, ""Earthquake"": 0.0, ""Drought"": 0.01, ""Volcano"": 0.0, ""Extreme heat"": 0.01, ""Flooding"": 0.01, ""Tornado"": 0.01, ""Hurricane"": 0.0, ""Sea level rise"": 0.01, ""Wildfire"": 0.0}","2,030",0.07
Foster-Flores,50.51935,-119.09144,Technology,"{""Tornado"": 0.05, ""Wildfire"": 0.04, ""Volcano"": 0.02, ""Earthquake"": 0.0}","2,070",0.11
"Rodriguez, Roberts and Fuller",51.64485,-117.81774,Energy,"{""Wildfire"": 0.82}","2,060",0.82
"Wagner, Curry and Pearson",46.42730,-62.17592,Finance,"{""Sea level rise"": -0.01, ""Flooding"": 0.02, ""Extreme heat"": 0.01, ""Extreme cold"": 0.03, ""Drought"": 0.01, ""Hurricane"": 0.01, ""Tornado"": 0.01, ""Wildfire"": 0.02, ""Volcano"": 0.01}","2,060",0.11
"Wagner, Curry and Pearson",46.66499,-72.95727,Retail,"{""Wildfire"": 0.65, ""Flooding"": 0.26}","2,050",0.91
"Hall, Meadows and Anderson",50.48817,-119.19115,Finance,"{""Tornado"": 0.04, ""Volcano"": 0.05, ""Hurricane"": 0.16, ""Extreme heat"": 0.03, ""Sea level rise"": 0.17, ""Wildfire"": 0.14, ""Earthquake"": 0.04, ""Extreme cold"": 0.1, ""Flooding"": 0.15}","2,030",0.88
Martin-Jenkins,46.54425,-58.70098,Finance,"{""Extreme heat"": 0.06, ""Drought"": 0.04, ""Extreme cold"": 0.01, ""Wildfire"": 0.02, ""Flooding"": 0.01, ""Volcano"": 0.05, ""Hurricane"": 0.04, ""Sea level rise"": 0.05, ""Tornado"": 0.04, ""Earthquake"": 0.01}","2,040",0.33
Cook-Burns,46.56715,-59.52508,Finance,"{""Hurricane"": 0.16, ""Earthquake"": 0.16, ""Extreme cold"": 0.17, ""Wildfire"": 0.11, ""Drought"": 0.11, ""Tornado"": 0.02, ""Volcano"": 0.17}","2,040",0.90
"Walker, Hogan and Mendez",44.08939,-79.57775,Energy,"{""Volcano"": 0.02, ""Tornado"": 0.02, ""Wildfire"": 0.01, ""Earthquake"": 0.02, ""Extreme heat"": 0.02, ""Extreme cold"": 0.01, ""Flooding"": 0.02, ""Drought"": 0.01, ""Hurricane"": 0.0}","2,070",0.13
Thomas-Chavez,45.94847,-73.00479,Energy,"{""Drought"": 0.22, ""Flooding"": 0.07, ""Hurricane"": 0.37}","2,060",0.66
Zuniga Inc,46.68525,-72.63558,Manufacturing,"{""Wildfire"": 0.11, ""Volcano"": 0.1, ""Extreme heat"": 0.18, ""Extreme cold"": 0.06}","2,040",0.45
Thomas-Chavez,45.55325,-73.73111,Manufacturing,"{""Wildfire"": 0.01, ""Tornado"": 0.0, ""Volcano"": 0.0, ""Extreme cold"": 0.0, ""Earthquake"": 0.0, ""Drought"": 0.0, ""Sea level rise"": 0.0}","2,050",0.01
Stanton-Joyce,49.98977,-118.16077,Energy,"{""Sea level rise"": 0.13, ""Earthquake"": 0.13, ""Volcano"": 0.04, ""Hurricane"": 0.07, ""Wildfire"": 0.08, ""Drought"": 0.09}","2,050",0.54
Jones Ltd,46.70321,-72.59558,Energy,"{""Sea level rise"": 0.11, ""Drought"": 0.12, ""Earthquake"": 0.24, ""Extreme cold"": 0.04, ""Hurricane"": 0.11, ""Tornado"": 0.07, ""Flooding"": 0.08, ""Extreme heat"": 0.11, ""Wildfire"": 0.04}","2,040",0.92
"Taylor, Mitchell and Ward",51.18295,-118.15588,Technology,"{""Wildfire"": 0.03, ""Hurricane"": 0.0, ""Tornado"": 0.0}","2,040",0.03
"Thompson, Davis and Brown",51.76702,-118.18967,Retail,"{""Extreme heat"": 0.04, ""Tornado"": 0.03, ""Wildfire"": 0.01, ""Hurricane"": 0.01, ""Drought"": 0.03, ""Volcano"": 0.02}","2,060",0.14
Acevedo-Kennedy,46.78680,-73.35747,Retail,"{""Extreme heat"": 0.06, ""Hurricane"": 0.01, ""Flooding"": 0.16, ""Wildfire"": 0.1, ""Volcano"": 0.04}","2,050",0.37
Johnson and Sons,54.96784,-112.95209,Finance,"{""Hurricane"": 0.05}","2,040",0.05
Patel-Brooks,43.72223,-79.91104,Healthcare,"{""Wildfire"": 0.0, ""Drought"": 0.0, ""Volcano"": 0.0, ""Earthquake"": 0.0, ""Tornado"": 0.0, ""Extreme cold"": 0.0, ""Hurricane"": 0.0, ""Sea level rise"": 0.0, ""Extreme heat"": 0.0}","2,070",0.00
"Walker, Hogan and Mendez",45.71050,-73.54246,Technology,"{""Tornado"": 0.65}","2,050",0.65
"Wagner, Curry and Pearson",45.50295,-72.76664,Retail,"{""Wildfire"": 0.12, ""Extreme heat"": 0.29, ""Tornado"": 0.39}","2,070",0.80
Johnson and Sons,46.86518,-73.68767,Finance,"{""Hurricane"": 0.02, ""Extreme heat"": 0.25, ""Earthquake"": 0.25}","2,070",0.52
Pittman PLC,43.95385,-78.70420,Retail,"{""Sea level rise"": 0.05, ""Flooding"": 0.03, ""Tornado"": 0.0, ""Earthquake"": 0.03, ""Hurricane"": 0.07, ""Drought"": 0.05, ""Extreme heat"": 0.02, ""Extreme cold"": 0.01, ""Volcano"": 0.06}","2,040",0.32
Reid PLC,44.27373,-79.07657,Technology,"{""Earthquake"": 0.19, ""Extreme cold"": 0.13, ""Volcano"": 0.14, ""Extreme heat"": 0.03}","2,040",0.49
Wiley Ltd,45.83995,-72.30776,Energy,"{""Sea level rise"": 0.25, ""Extreme heat"": 0.12, ""Drought"": 0.03, ""Wildfire"": 0.15}","2,070",0.55
Vega-Huffman,50.10417,-118.10390,Manufacturing,"{""Tornado"": 0.03, ""Flooding"": 0.0, ""Drought"": 0.04, ""Extreme heat"": 0.08, ""Hurricane"": 0.02, ""Extreme cold"": 0.04, ""Volcano"": 0.03, ""Sea level rise"": 0.04}","2,070",0.28
Banks-Carlson,46.03502,-72.75774,Healthcare,"{""Drought"": 0.01, ""Sea level rise"": 0.07, ""Extreme cold"": 0.06, ""Earthquake"": 0.1, ""Extreme heat"": 0.17, ""Hurricane"": 0.02, ""Volcano"": 0.03, ""Wildfire"": 0.11, ""Flooding"": 0.14, ""Tornado"": 0.15}","2,040",0.86
"Washington, Rogers and Morrison",42.99468,-79.76744,Retail,"{""Drought"": 0.04, ""Volcano"": 0.07, ""Tornado"": 0.04, ""Sea level rise"": 0.08}","2,070",0.23
Wilkerson-Miranda,54.17240,-112.82066,Manufacturing,"{""Earthquake"": 0.01, ""Extreme cold"": 0.02, ""Volcano"": 0.1, ""Tornado"": 0.13, ""Flooding"": 0.08, ""Hurricane"": 0.13, ""Wildfire"": 0.07, ""Drought"": 0.14, ""Extreme heat"": 0.18}","2,050",0.86
"Mejia, Roberts and Gay",46.16677,-73.78352,Energy,"{""Extreme cold"": 0.08, ""Wildfire"": 0.04, ""Drought"": 0.06, ""Flooding"": 0.03, ""Tornado"": 0.03, ""Earthquake"": 0.09, ""Volcano"": 0.22, ""Hurricane"": 0.15, ""Extreme heat"": 0.02}","2,030",0.72
"Patel, Norris and Jackson",50.58619,-118.84725,Retail,"{""Wildfire"": 0.039999999999999994, ""Flooding"": 0.01, ""Tornado"": 0.08, ""Earthquake"": 0.04, ""Extreme heat"": 0.1, ""Drought"": 0.07, ""Hurricane"": 0.09, ""Volcano"": 0.08, ""Sea level rise"": 0.03, ""Extreme cold"": 0.01}","2,030",0.55
Acevedo-Kennedy,46.44127,-73.30078,Manufacturing,"{""Wildfire"": 0.21}","2,050",0.21
"Mcknight, Beasley and Stewart",46.26569,-62.17553,Manufacturing,"{""Tornado"": 0.12, ""Extreme heat"": 0.04, ""Drought"": 0.1, ""Volcano"": 0.13, ""Flooding"": 0.11, ""Sea level rise"": 0.18}","2,060",0.68
Reid-Sherman,47.57013,-62.64406,Retail,"{""Earthquake"": 0.21, ""Flooding"": 0.13, ""Volcano"": 0.04, ""Tornado"": 0.04, ""Extreme cold"": 0.07, ""Extreme heat"": 0.16}","2,030",0.65
Banks-Carlson,44.50543,-78.77460,Energy,"{""Tornado"": 0.04, ""Extreme cold"": 0.11, ""Drought"": 0.04, ""Hurricane"": 0.05, ""Extreme heat"": 0.17}","2,030",0.41
Robertson-Petersen,50.62270,-119.11887,Manufacturing,"{""Extreme cold"": 0.37, ""Flooding"": 0.02}","2,050",0.39
Perez-Robertson,54.84089,-112.30622,Retail,"{""Hurricane"": 0.05, ""Extreme heat"": 0.07, ""Earthquake"": 0.14, ""Wildfire"": 0.13}","2,040",0.39
Rivera Inc,54.44071,-112.29743,Finance,"{""Extreme heat"": 0.04, ""Extreme cold"": 0.23, ""Flooding"": 0.09, ""Wildfire"": 0.17, ""Hurricane"": 0.23}","2,030",0.76
"Landry, Molina and Green",54.92415,-112.08853,Energy,"{""Sea level rise"": 0.03, ""Volcano"": 0.06, ""Extreme cold"": 0.24, ""Earthquake"": 0.11, ""Extreme heat"": 0.25, ""Hurricane"": 0.06}","2,030",0.75
Jimenez-Gallegos,44.86332,-79.03499,Finance,"{""Earthquake"": 0.1, ""Tornado"": 0.18, ""Drought"": 0.04, ""Extreme cold"": 0.16}","2,050",0.48
"Hooper, Evans and Merritt",44.11690,-80.13621,Healthcare,"{""Extreme cold"": 0.11, ""Wildfire"": 0.09, ""Extreme heat"": 0.18, ""Sea level rise"": 0.14, ""Volcano"": 0.01, ""Drought"": 0.17}","2,030",0.70
"Bender, Warren and Sanchez",47.52465,-61.76479,Finance,"{""Wildfire"": 0.0, ""Drought"": 0.02, ""Extreme cold"": 0.01, ""Volcano"": 0.01, ""Earthquake"": 0.01, ""Extreme heat"": 0.02, ""Flooding"": 0.01}","2,070",0.08
Wilkerson-Miranda,47.45904,-58.82842,Retail,"{""Hurricane"": 0.2, ""Extreme cold"": 0.62, ""Flooding"": 0.07}","2,050",0.89
"Mcpherson, Simmons and Simpson",46.13932,-72.70800,Finance,"{""Tornado"": 0.01, ""Extreme cold"": 0.0, ""Earthquake"": 0.0, ""Sea level rise"": 0.0, ""Volcano"": 0.0, ""Extreme heat"": 0.0, ""Wildfire"": 0.0, ""Drought"": 0.0, ""Flooding"": 0.0}","2,050",0.01
Reid PLC,44.11719,-78.27720,Energy,"{""Sea level rise"": 0.05, ""Extreme cold"": 0.29, ""Wildfire"": 0.35, ""Flooding"": 0.01}","2,030",0.70
Grant-Coffey,50.37192,-118.20405,Finance,"{""Extreme cold"": 0.09, ""Sea level rise"": 0.07, ""Extreme heat"": 0.14, ""Earthquake"": 0.15, ""Drought"": 0.14, ""Wildfire"": 0.09, ""Hurricane"": 0.1, ""Volcano"": 0.02}","2,070",0.80
"Hall, Meadows and Anderson",54.69618,-112.64758,Finance,"{""Earthquake"": 0.03, ""Wildfire"": 0.05, ""Flooding"": 0.0, ""Hurricane"": 0.01, ""Tornado"": 0.05, ""Extreme cold"": 0.0, ""Extreme heat"": 0.02, ""Volcano"": 0.01}","2,050",0.17
"Bender, Warren and Sanchez",45.91421,-72.18588,Manufacturing,"{""Tornado"": 0.13, ""Extreme cold"": 0.05, ""Wildfire"": 0.05, ""Extreme heat"": 0.11, ""Earthquake"": 0.06, ""Flooding"": 0.11}","2,030",0.51
Acevedo-Kennedy,46.94954,-63.04343,Technology,"{""Sea level rise"": 0.0, ""Drought"": 0.01, ""Tornado"": 0.0, ""Earthquake"": 0.01, ""Hurricane"": 0.01, ""Wildfire"": 0.01, ""Flooding"": 0.01, ""Volcano"": 0.0, ""Extreme cold"": 0.0, ""Extreme heat"": 0.01}","2,030",0.06
"Hall, Meadows and Anderson",46.83976,-73.06329,Finance,"{""Hurricane"": 0.060000000000000005, ""Volcano"": 0.08, ""Drought"": 0.09, ""Earthquake"": 0.02}","2,030",0.25
"Higgins, Brown and Vaughn",46.55318,-73.16409,Healthcare,"{""Volcano"": 0.1, ""Drought"": 0.04, ""Sea level rise"": 0.13, ""Extreme heat"": 0.06, ""Earthquake"": 0.04, ""Wildfire"": 0.05}","2,050",0.42
"Kelley, Barnes and Hutchinson",51.51322,-119.24305,Healthcare,"{""Volcano"": 0.07, ""Hurricane"": 0.06, ""Flooding"": 0.12, ""Earthquake"": 0.16, ""Wildfire"": 0.04, ""Extreme heat"": 0.03}","2,060",0.48
"Thompson, Davis and Brown",46.76664,-59.29037,Healthcare,"{""Hurricane"": 0.79}","2,070",0.79
Jimenez-Gallegos,53.93811,-112.60847,Energy,"{""Tornado"": 0.21, ""Extreme heat"": 0.18, ""Sea level rise"": 0.01, ""Drought"": 0.23}","2,060",0.63
Thomas-Chavez,46.25916,-59.14891,Energy,"{""Drought"": 0.44, ""Earthquake"": 0.21, ""Extreme heat"": 0.11, ""Hurricane"": 0.04}","2,060",0.80
"Hall, Meadows and Anderson",43.26341,-80.31081,Retail,"{""Volcano"": 0.019999999999999997, ""Wildfire"": 0.02, ""Extreme heat"": 0.05, ""Flooding"": 0.08, ""Earthquake"": 0.04, ""Drought"": 0.06, ""Tornado"": 0.07, ""Hurricane"": 0.02, ""Sea level rise"": 0.05}","2,070",0.41
"Mcpherson, Simmons and Simpson",44.45982,-78.79846,Energy,"{""Hurricane"": 0.13999999999999999, ""Extreme heat"": 0.19, ""Flooding"": 0.2, ""Sea level rise"": 0.31}","2,070",0.84
Horne and Sons,43.52356,-79.58197,Retail,"{""Volcano"": 0.02, ""Wildfire"": 0.07, ""Extreme heat"": 0.06, ""Hurricane"": 0.07, ""Earthquake"": 0.02, ""Sea level rise"": 0.07, ""Tornado"": 0.04, ""Flooding"": 0.05, ""Extreme cold"": 0.06, ""Drought"": 0.04}","2,040",0.50
Wilkerson-Miranda,50.06378,-118.94501,Technology,"{""Extreme cold"": 0.28, ""Flooding"": 0.01}","2,060",0.29
"Higgins, Brown and Vaughn",46.65686,-73.38673,Energy,"{""Volcano"": 0.04, ""Sea level rise"": 0.07, ""Earthquake"": 0.08, ""Tornado"": 0.08, ""Hurricane"": 0.02, ""Flooding"": 0.02, ""Wildfire"": 0.03}","2,070",0.34
Sullivan-Curtis,50.00089,-118.48174,Energy,"{""Hurricane"": 0.12, ""Earthquake"": 0.11, ""Extreme heat"": 0.11, ""Tornado"": 0.08, ""Sea level rise"": 0.1, ""Flooding"": 0.01, ""Volcano"": 0.02, ""Wildfire"": 0.11}","2,060",0.66
"Hall, Meadows and Anderson",46.96139,-62.47984,Retail,"{""Extreme heat"": 0.3, ""Earthquake"": 0.46}","2,030",0.76
Good-Lewis,43.93898,-78.97087,Healthcare,"{""Tornado"": 0.24000000000000002, ""Sea level rise"": 0.33, ""Extreme cold"": 0.01, ""Wildfire"": 0.12, ""Volcano"": 0.15, ""Flooding"": 0.1, ""Hurricane"": 0.04}","2,040",0.99
Williams Group,51.16961,-118.11588,Finance,"{""Tornado"": 0.06999999999999999, ""Flooding"": 0.12, ""Sea level rise"": 0.16, ""Earthquake"": 0.15, ""Wildfire"": 0.08, ""Extreme cold"": 0.01, ""Drought"": 0.17, ""Hurricane"": 0.04, ""Volcano"": 0.0}","2,030",0.80
Acevedo-Kennedy,51.23461,-118.37964,Manufacturing,"{""Extreme cold"": 0.0, ""Volcano"": 0.02, ""Sea level rise"": 0.04, ""Extreme heat"": 0.01, ""Earthquake"": 0.0, ""Wildfire"": 0.04, ""Tornado"": 0.01, ""Flooding"": 0.01, ""Drought"": 0.05, ""Hurricane"": 0.02}","2,060",0.20
Reid PLC,44.20704,-78.73540,Manufacturing,"{""Extreme cold"": 0.01, ""Drought"": 0.0, ""Extreme heat"": 0.0, ""Tornado"": 0.0}","2,040",0.01
"Patel, Norris and Jackson",49.95084,-118.56540,Healthcare,"{""Sea level rise"": 0.23, ""Wildfire"": 0.23, ""Hurricane"": 0.0, ""Extreme cold"": 0.14, ""Tornado"": 0.17, ""Extreme heat"": 0.01}","2,060",0.78
Wiley Ltd,45.97726,-72.57576,Healthcare,"{""Extreme cold"": 0.04, ""Volcano"": 0.02, ""Sea level rise"": 0.01, ""Earthquake"": 0.01}","2,050",0.08
"Fox, Daniel and Coleman",47.67846,-62.42181,Retail,"{""Extreme cold"": 0.43, ""Drought"": 0.03, ""Hurricane"": 0.01}","2,030",0.47
Anderson Group,54.97313,-112.10664,Manufacturing,"{""Extreme cold"": 0.1, ""Volcano"": 0.25, ""Sea level rise"": 0.53, ""Earthquake"": 0.02}","2,040",0.90
Wiley Ltd,46.42803,-62.16950,Healthcare,"{""Flooding"": 0.04, ""Earthquake"": 0.03, ""Hurricane"": 0.17, ""Volcano"": 0.06, ""Drought"": 0.37}","2,050",0.67
Wiley Ltd,47.73745,-62.76032,Retail,"{""Flooding"": 0.03, ""Extreme heat"": 0.01, ""Extreme cold"": 0.01, ""Sea level rise"": 0.02, ""Earthquake"": 0.01, ""Volcano"": 0.0, ""Wildfire"": 0.02, ""Hurricane"": 0.01, ""Tornado"": 0.03}","2,060",0.14
Vega-Huffman,51.28869,-118.17999,Retail,"{""Tornado"": 0.08, ""Extreme cold"": 0.25, ""Flooding"": 0.03, ""Extreme heat"": 0.3, ""Hurricane"": 0.17, ""Drought"": 0.02}","2,030",0.85
Acevedo-Kennedy,54.46081,-112.92536,Energy,"{""Extreme cold"": 0.01, ""Drought"": 0.04, ""Flooding"": 0.01, ""Volcano"": 0.02, ""Earthquake"": 0.04, ""Extreme heat"": 0.01, ""Hurricane"": 0.01, ""Tornado"": 0.02, ""Wildfire"": 0.05}","2,070",0.21
Flynn-Anderson,45.50155,-73.04324,Retail,"{""Earthquake"": 0.01, ""Extreme heat"": 0.01, ""Hurricane"": 0.01, ""Wildfire"": 0.03, ""Flooding"": 0.02, ""Tornado"": 0.02, ""Drought"": 0.02, ""Sea level rise"": 0.02, ""Volcano"": 0.02}","2,030",0.16
Foster-Flores,47.20844,-62.62634,Technology,"{""Extreme cold"": 0.03, ""Tornado"": 0.02, ""Volcano"": 0.03, ""Wildfire"": 0.01, ""Flooding"": 0.0, ""Earthquake"": 0.03}","2,070",0.12
